"";"p1.trabajo";"p2.horastrabajo";"p3.contrato";"p4.otrocontrato";"p5.pago";"p6.empleador";"p7.otroempleador";"p8.lugartrabajo";"p9.otrolugartrabajo";"p10.ingresosoctubre";"p11.cambiooctubre";"p12.ingresocovid";"p13.cambiocovid";"p14.satisfaccionlaboral";"p15.satisfaccionsalud";"p16.satisfacciongeneral";"p17.octubre.igual";"p18.octubre.pierdetrabajo";"p19.octubre.encuentratrabajo";"p20.octubre.animo";"p21.octubre.familia";"p22.octubre.salud";"p23.octubre.otro";"p24.covid.igual";"p25.covid.pierdetrabajo";"p26.covid.encuentratrabajo";"p27.covid.animo";"p28.covid.emocional";"p29.covid.salud";"p30.covid.otro";"p31.proyeccionlaboral";"p32.cuali";"p33.cuanti";"p34.gestionpublica";"p35.intervencion";"p36.proyectos";"p37.teoria";"p38.general";"p39.software";"p40.mercado";"p41.otros";"p42.honorarios";"p43.boletas2018";"p44.boletas2019";"p45.boletas2020";"p46.fuenteingreso2018";"p47.fuenteingreso2019";"p48.fuenteingreso2020";"p49.afectohonorarios";"p50.gradoacademico";"p51.titulo";"p52.universidad";"p53.comunaresidencia";"p54.comunatrabajo";"p55.edad";"p56.genero";"p57.asociado";"p58.interescolegiarse"
"706";"Trabajo dependiente remunerado";45;"Contrata renovable";"";"Recibe una liquidación de sueldo";"Gobierno";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;NA;NA;NA;"Clases de hijos inconclusas";NA;NA;NA;"Provocó un bajón anímico";NA;NA;"";"Perfeccionarme, ascender laboralmente, entregar conocimiento";"Indiferente";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Tener tranquilidad familiar";"Si";4;4;0;"No";"No";"No";"No";"Magíster";"Si";"Unap";"Iquique";"Iquique";44;"Femenino";"No";"Si"
"707";"Trabajo dependiente remunerado";40;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Estudios de mercado";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Indiferente";"Muy Satisfecho";"Satisfecho";"Todo siguió igual";NA;NA;"Provocó un bajón anímico";NA;NA;"";"Todo siguió igual";NA;NA;NA;"Tuvo consecuencias emocionales";NA;"";"Dudo encontrar trabajo fuera de los Estudios de Mercado";"Muy interesado";"Interesado";"Muy interesado";"Poco";"Muy interesado";"Muy interesado";"Interesado";"Indiferente";"Nada";"Género y políticas públicas, Vivienda y Urbanismo";"Si";3;2;0;"Si";"No";"No";"No";"Licenciado";"Si";"Universidad de Chile";"Ñuñoa";"Providencia";27;"Femenino";"No";"Si"
"708";"Trabajo dependiente remunerado";NA;"Contrata renovable";"";"Recibe una liquidación de sueldo";"Gobierno";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;NA;"Trajo conflictos familiares";NA;"";NA;NA;NA;NA;"Tuvo consecuencias emocionales";NA;"";"Igual.";"Nada";"Muy interesado";"Interesado";"Interesado";"Muy interesado";"Interesado";"Interesado";"Muy interesado";"Interesado";"Intercambio de experiencias";"No";NA;NA;NA;NA;NA;NA;NA;"Magíster";"Si";"Arcis";"Ñuñoa";"Santiago";46;"Masculino";"Si";NA
"709";"Desempleado";NA;NA;"";NA;NA;"";NA;"";"Disminuyeron totalmente";"No";"Se mantuvieron igual";"No";"Muy insatisfecho";"Satisfecho";"Satisfecho";NA;"Perdí mi trabajo";NA;NA;NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Sector privado o público en relaciones comunitarias. 
Educación o gestión socioambiental";"Interesado";"Interesado";"Poco";"Interesado";"Interesado";"Interesado";"Muy interesado";"Muy interesado";"Poco";"";"No";NA;NA;NA;NA;NA;NA;NA;"Licenciado";"Si";"Universidad de Concepción";"Concepcion";"Cesante";39;"Femenino";"No";"Si"
"710";"Trabajo dependiente remunerado";44;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Investigación";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Satisfecho";"Satisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";NA;NA;NA;"Provocó un bajón anímico";NA;NA;"";"Educación virtual
Investigación
Capacitacion";"Interesado";"Interesado";"Interesado";"Indiferente";"Indiferente";"Interesado";"Interesado";"Interesado";"Poco";"Políticas publicas
Gestión del conocimiento";"No";NA;NA;NA;NA;NA;NA;NA;"Doctorado";"Si";"U. de Chile";"Quilpue";"Viña del Mar";55;"Masculino";"Si";NA
"711";"Trabajo dependiente remunerado";41;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Investigación";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Sería bueno contar con una definición clara del concepto ""proyección laboral"" en esta encuesta. 
Dicho eso, la entenderé como: ¿Cómo imagino mi situación laboral en un horizonte de mediano plazo (1 a 3 años)?
Los conceptos:
A) Cambio en estrategias de investigación: más foco en herramientas digitales de levantamiento de datos e información. Más multidisciplinariedad.
B) Desarrollo de nuevas capacidades para análisis de datos e información: R, Python, NLP, Deep Learning, QDA con material audiovisual, Transformación Digital, Inteligecia Artificial, otras.
C) Estancamiento respecto de condiciones materiales del trabajo por situación de crisis económica post pandemia.";"Interesado";"Muy interesado";"Indiferente";"Poco";"Interesado";"Muy interesado";"Interesado";"Muy interesado";"Muy interesado";"Sociología de la salud, Innovación, Transformación Digital, Estudios de Opinión Pública, STS";"Si";2;1;0;"No";"No";"No";"No";"Magíster";"Si";"Universidad Alberto Hurtado";"Santiago";"Providencia";32;"Masculino";"No";"Si"
"712";"Trabajo independiente remunerado";21;"Informal (sin formalización de contrato)";"";"Entrega boleta de honorarios";"Estudios de mercado";"";"En mi hogar en modalidad teletrabajo";"";"Disminuyeron totalmente";"Si";"Se mantuvieron igual";"Si";"Muy insatisfecho";"Insatisfecho";"Muy insatisfecho";NA;"Perdí mi trabajo";NA;NA;NA;NA;"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Docente investigador servicio público";"Muy interesado";"Interesado";"Interesado";"Muy interesado";"Interesado";"Indiferente";"Interesado";"Poco";"Indiferente";"No";"Si";8;12;6;"Si";"Si";"Si";"Si";"Licenciado";"Si";"Universidad Arcis";"Combarbalá";"Combarbalá";31;"Masculino";"No";"Si"
"713";"Trabajo dependiente remunerado";50;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Caja de compensación";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;NA;NA;NA;"Intranquilidad";NA;NA;NA;NA;NA;NA;"Cansancio";"Proyectos de impacto social";"Interesado";"Interesado";"Indiferente";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Gerontologia";"No";NA;NA;NA;NA;NA;NA;NA;"Magíster";"No";"U de Concepción";"Viña del Mar";"Viña del Mar";44;"Femenino";"Si";NA
"714";"Trabajo dependiente remunerado";45;"Contrata plazo fijo";"";"Recibe una liquidación de sueldo";"Proyectos sociales";"";"En otras instalaciones del empleador";"";"Aumentaron levemente";"No";"Aumentaron";"No";"Muy Satisfecho";"Muy Satisfecho";"Muy Satisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;"perdi mi trabajo en marzo, y en abril encontré uno mucho mejor";"trabajo solo por poryecto, sin proyecciones en la sociología";"Poco";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"educacion";"Si";6;5;1;"No";"No";"No";"Si";"Licenciado";"Si";"UNIVERSIDAD DE LA FRONTERA";"COYHAIQUE";"COYHAIQUE";42;"Femenino";"Si";NA
"715";"Trabajo dependiente remunerado";48;"Contrato a honorarios";"";"Entrega boleta de honorarios";"Municipio";"";"En mi hogar en modalidad teletrabajo";"";"Disminuyeron levemente";"No";"Se mantuvieron igual";"No";"Muy insatisfecho";"Muy Satisfecho";"Satisfecho";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";"Ninguna. Quiero dejar la sociologia, o el servicio público, mas bien.";"Indiferente";"Indiferente";"Nada";"Interesado";"Indiferente";"Interesado";"Interesado";"Poco";"Nada";"";"Si";18;20;3;"Si";"Si";"Si";"Si";"Magíster";"Si";"Universidad Alberto Hurtado";"Rinconada de los Andes";"Calle Larga";36;"Masculino";"No";"Si"
"716";"Trabajo dependiente remunerado";44;"Contrata renovable";"";"Recibe una liquidación de sueldo";"Investigación";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;"Provocó un bajón anímico";NA;NA;"";NA;NA;NA;NA;"Tuvo consecuencias emocionales";NA;"";"Todo seguirá igual";"Muy interesado";"Muy interesado";"Indiferente";"Interesado";"Interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Indiferente";"'-";"Si";15;10;4;"No";"No";"No";"No";"Postdoctorado";"Si";"Alberto Hurtado";"Providencia";"Ñuñoa";38;"Masculino";"No";"Si"
"717";"Trabajo dependiente remunerado";44;"Contrata renovable";"";"Recibe una liquidación de sueldo";"Gobierno";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Satisfecho";"Satisfecho";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;NA;"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Diseño de Políticas públicas
Evaluación de Políticas públicas
Innovación pública, asociada a procesos de participación ciudadana";"Muy interesado";"Interesado";"Muy interesado";"Muy interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Poco";"Diseño, evaluación e implementación de políticas públicas";"No";NA;NA;NA;NA;NA;NA;NA;"Magíster";"Si";"Pontificia Universidad Católica de Chile";"Ñuñoa";"Santiago";37;"Masculino";"Si";NA
"718";"Trabajo dependiente remunerado";45;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Proyectos sociales";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Muy Satisfecho";"Satisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";NA;"";"Incertidumbre laboral, y precarización laboral";"Muy interesado";"Muy interesado";"Indiferente";"Muy interesado";"Interesado";"Indiferente";"Indiferente";"Indiferente";"Nada";"Aprender de otras disciplinas, por sobre todo desarrollar habilidades prácticas que permitan contribuir al bienestar de las personas.";"No";NA;NA;NA;NA;NA;NA;NA;"Licenciado";"Si";"Universidad Central";"Santiago Centro";"Providencia";29;"Masculino";"No";"No"
"719";"Trabajo dependiente remunerado";40;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Estudios de mercado";"";"En mi hogar en modalidad teletrabajo";"";"Disminuyeron levemente";"No";"Disminuyeron levemente";"No";"Satisfecho";"Muy Satisfecho";"Satisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";NA;NA;NA;"Provocó un bajón anímico";NA;NA;"";"Contracción del mercado, reducción salarial";"Muy interesado";"Muy interesado";"Interesado";"Indiferente";"Muy interesado";"Interesado";"Indiferente";"Interesado";"Muy interesado";"";"Si";3;3;1;"No";"No";"No";"No";"Magíster";"Si";"Universidad de Chile";"Santiago";"Providencia";47;"Femenino";"No";"Si"
"720";"Trabajo dependiente remunerado";0;"Contrato indefinido";"";"No entregó nada";"Proyectos sociales";"";NA;"Suspensión laboral";"Disminuyeron totalmente";"Si";"Disminuyeron totalmente";"No";"Muy insatisfecho";"Muy Satisfecho";"Muy Satisfecho";NA;NA;NA;NA;NA;NA;"Quedo parado todo proyecto";NA;NA;NA;NA;NA;NA;"Suspensión laboral";"Incierta";"Muy interesado";"Interesado";"Interesado";"Interesado";"Muy interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Investigación";"No";NA;NA;NA;NA;NA;NA;NA;"Licenciado";"Si";"Universidad Arturo Prat";"Iquique";"Iquique";43;"Masculino";"Si";NA
"721";"Trabajo independiente remunerado";4;"Contrato a honorarios";"";"Entrega boleta de honorarios";"Investigación";"";"En oficina o espacio propio o arrendado temporalmente";"";"Aumentaron";"Si";"Se mantuvieron igual";"Si";"Satisfecho";"Insatisfecho";"Insatisfecho";NA;NA;"Encontré trabajo";NA;NA;NA;"";NA;NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";"Desafío de investigación con respecto a las comunidades indígenas y las consecuencias de la pandemia en el norte de Chile. 
Visibilizar y Proponer variables explicativas en torno a la forma de comportarse frente a una pandemia entre el Estado y las Comunidades Indigenas del norte de Chile.";"Muy interesado";"Muy interesado";"Interesado";"Muy interesado";"Poco";"Interesado";"Interesado";"Interesado";"Poco";"Re articulaciones de las sociedades indígenas frente a nuevos actores y/o nuevos fenómenos que quiebran en sentido de comunidad en sociedades Atacameñas y quechuas de la región dé Antofagasta.";"No";NA;NA;NA;NA;NA;NA;NA;"Magíster";"Si";"Universidad Arturo Prat, Iquique, Chile";"Calama";"Calama, Ollague, San Pedro de Atacama,";47;"Masculino";"Si";NA
"722";"Trabajo dependiente remunerado";15;"Independiente (dueño o socio de firma consultora)";"";"Recibe una liquidación de sueldo";"Estudios de mercado";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Insatisfecho";"Insatisfecho";"Insatisfecho";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Aumentar proyectos relacionado a la gestión urbana para clientes del ámbito público, privado y multilateral.";"Indiferente";"Muy interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Muy interesado";NA;"Análisis territorial y softwere análisis espacial";"No";NA;NA;NA;NA;NA;NA;NA;"Magíster";"Si";"Universidad Complutense de Madrid";"Alto Hospicio";"Alto Hospicio";29;"Masculino";"No";"Si"
"723";"Trabajo dependiente remunerado";8;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Educación o capacitación";"";"En mi hogar en modalidad teletrabajo";"";"Disminuyeron levemente";"No";"Se mantuvieron igual";"No";"Satisfecho";"Insatisfecho";"Insatisfecho";"Todo siguió igual";NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;NA;"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Mantenerme";"Interesado";"Interesado";"Indiferente";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Indiferente";"Nada";"Si";30;0;0;"Si";"No";"No";"No";"Magíster";"Si";"USACH";"Santiago";"Santiago";36;"Femenino";"No";"No"
"724";"Trabajo dependiente remunerado";44;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Educación o capacitación";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Muy Satisfecho";"Satisfecho";"Satisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";NA;NA;NA;"Provocó un bajón anímico";NA;NA;"";"Trabajar, jubilar en dos años";"Muy interesado";"Indiferente";"Interesado";"Poco";"Poco";"Poco";"Interesado";"Interesado";"Poco";"Investigación aplicada en mesas de coordinación intersectorial y comunitaria";"No";NA;NA;NA;NA;NA;NA;NA;"Doctorado";"Si";"Universidad Central de Venezuela";"Ñuñoa";"San Felipe";63;"Femenino";"Si";NA
"725";"Trabajo dependiente remunerado";60;"Contrato indefinido";"";"Recibe una liquidación de sueldo";"Educación o capacitación";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Insatisfecho";"Indiferente";"Indiferente";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;NA;"Tuvo consecuencias emocionales";NA;"";"Investigación Doctorado Núcleo";"Interesado";"Muy interesado";"Interesado";"Poco";"Indiferente";"Muy interesado";"Muy interesado";"Muy interesado";"Indiferente";"Investigación cuantitativa";"Si";5;4;1;"No";"No";"No";"No";"Magíster";"Si";"Universidad de Chile";"Concepción";"Concepción";38;"Femenino";"Si";NA
"726";"Trabajo dependiente remunerado";33;"Contrata plazo fijo";"";"Recibe una liquidación de sueldo";"Educación o capacitación";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Indiferente";"Satisfecho";NA;NA;NA;"Provocó un bajón anímico";NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Estabilidad laboral
Mayor espacio para la investigación
Posibilidades de posgrado";"Interesado";"Indiferente";"Muy interesado";"Interesado";"Muy interesado";"Interesado";"Interesado";"Interesado";"Poco";"Sociología de las Artes y Cultura";"Si";10;1;0;"Si";"No";"No";"No";"Magíster";"Si";"Universidad de Chile";"Macul";"Macul";27;"Femenino";"No";"Si"
"727";"Trabajo independiente remunerado";20;"Contrato a honorarios";"";"Entrega boleta de honorarios";"Educación o capacitación";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Insatisfecho";"Satisfecho";"Insatisfecho";NA;NA;NA;"Provocó un bajón anímico";"Trajo conflictos familiares";"Afectó mi salud corporal y/o mental";"";NA;NA;NA;"Provocó un bajón anímico";"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Investigación, docencia, capacitaciones";"Muy interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Muy interesado";"Poco";"Ninguno";"Si";10;15;0;"Si";"Si";"Si";"Si";"Magíster";"Si";"Diego Portales";"Santiago centro";"Santiago";33;"Masculino";"No";"Si"
"728";"Trabajo dependiente remunerado";44;"Contrata plazo fijo";"";"Recibe una liquidación de sueldo";"Investigación";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Se mantuvieron igual";"No";"Satisfecho";"Muy insatisfecho";"Satisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";NA;NA;NA;"Provocó un bajón anímico";NA;NA;"";"Investigación";"Interesado";"Interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Interesado";"Interesado";"Interesado";"Interesado";"Investigación en Políticas Publicas";"Si";20;40;10;"No";"No";"No";"Si";"Magíster";"Si";"Universidad Arturo Prat";"Iquique";"Iquique";45;"Masculino";"Si";NA
"729";"Trabajo dependiente remunerado";35;"Contrato indefinido";"";"Recibe una liquidación de sueldo";NA;"Proyectos arquitectónicos";"En mi hogar en modalidad teletrabajo";"";"Disminuyeron levemente";"Si";"Disminuyeron levemente";"Si";"Indiferente";"Satisfecho";"Insatisfecho";NA;"Perdí mi trabajo";NA;NA;NA;"Afectó mi salud corporal y/o mental";"";NA;NA;NA;NA;NA;"Afectó mi salud corporal y/o mental";"";".";"Muy interesado";"Interesado";"Muy interesado";"Muy interesado";"Interesado";"Indiferente";"Indiferente";"Interesado";"Poco";"Género";"Si";10;2;4;"No";"No";"No";"Si";"Licenciado";"Si";"Diego Portales";"La Serena";"La Serena";28;"Femenino";"No";"No"
"730";"Desempleado";NA;NA;"";NA;NA;"";NA;"";"Disminuyeron totalmente";"No";"Disminuyeron levemente";"No";"Muy insatisfecho";"Satisfecho";"Insatisfecho";NA;NA;NA;NA;NA;NA;"Disminuyó el trabajo";NA;"Perdí mi trabajo";NA;NA;NA;NA;"";"Emprender de forma independiente";"Interesado";"Interesado";"Muy interesado";"Interesado";"Muy interesado";"Interesado";"Muy interesado";"Interesado";"Poco";"";"Si";24;20;2;"No";"Si";"Si";"Si";"Licenciado";"Si";"Pontificia Universidad Católica de Chile";"Ovalle";"Ovalle";36;"Femenino";"No";"Si"
"731";"Trabajo dependiente remunerado";20;"Contrato a honorarios";"";"Entrega boleta de honorarios";"Educación o capacitación";"";"En mi hogar en modalidad teletrabajo";"";"Se mantuvieron igual";"No";"Aumentaron levemente";"No";"Insatisfecho";"Satisfecho";"Satisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";"Todo siguió igual";NA;NA;"Provocó un bajón anímico";NA;NA;"";"A estas alturas, ni idea. Educación? Marketing? Investigación?";"Muy interesado";"Muy interesado";"Nada";"Poco";"Poco";"Muy interesado";"Muy interesado";"Interesado";"Indiferente";"Historia";"Si";21;26;3;"Si";"Si";"Si";"Si";"Doctorado";"Si";"Universidad de Chile";"Quilicura";"Santiago";47;"Masculino";"Si";NA
"732";"Trabajo por cuenta propia";20;"Independiente (dueño o socio de firma consultora)";"";"Entrega factura";"Estudios de mercado";"";"En mi hogar en modalidad teletrabajo";"";"Aumentaron";"No";"Disminuyeron levemente";"No";"Satisfecho";"Satisfecho";"Satisfecho";"Todo siguió igual";NA;NA;NA;NA;NA;"";"Todo siguió igual";NA;NA;NA;NA;NA;"";"Consultoría e innovación en análisis";"Interesado";"Interesado";"Interesado";"Interesado";"Poco";"Interesado";"Interesado";"Interesado";"Interesado";"Lingüística, semiótica, filosofía del lenguaje";"Si";5;1;0;"Si";"No";"No";"No";"Licenciado";"Si";"UNIVERSIDAD DE CHILE";"ÑUÑOA";"ÑUÑOA";48;"Masculino";"Si";NA
"733";"Trabajo dependiente remunerado";20;"Contrata plazo fijo";"";"Recibe una liquidación de sueldo";"Educación o capacitación";"";"En mi hogar en modalidad teletrabajo";"";"Disminuyeron levemente";"No";"Disminuyeron levemente";"No";"Muy insatisfecho";"Indiferente";"Insatisfecho";NA;"Perdí mi trabajo";"Encontré trabajo";NA;NA;"Afectó mi salud corporal y/o mental";"";NA;"Perdí mi trabajo";NA;NA;"Tuvo consecuencias emocionales";"Afectó mi salud corporal y/o mental";"";"Mejorar en el area de educacion";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"Muy interesado";"no hay";"Si";19;22;5;"Si";"Si";"No";"Si";"Licenciado";"Si";"Universidad de la Frontera";"Cañete";"Lebu, Cañete, Curanilahue, Arauco, Contulmo, Tirua";44;"Masculino";"No";"No"
